position,name,age,country,gender,wealthSource,industry,worth
1,Jeff Bezos,54,United States,M,Amazon,Technology,112000
2,Bill Gates,62,United States,M,Microsoft,Technology,90000
3,Warren Buffett,87,United States,M,Berkshire Hathaway,Finance and Investments,84000
4,Bernard Arnault,69,France,M,LVMH,Fashion & Retail,72000
5,Mark Zuckerberg,34,United States,M,Facebook,Technology,71000
6,Amancio Ortega,82,Spain,M,Zara,Fashion & Retail,70000
7,Carlos Slim Helu,78,Mexico,M,telecom,Telecom,67100
8,Charles Koch,82,United States,M,Koch Industries,Diversified,60000
9,David Koch,78,United States,M,Koch Industries,Diversified,60000
10,Larry Ellison,73,United States,M,software,Technology,58500
11,Michael Bloomberg,76,United States,M,Bloomberg LP,Media & Entertainment,50000
12,Larry Page,45,United States,M,Google,Technology,48800
13,Sergey Brin,44,United States,M,Google,Technology,47500
14,Jim Walton,70,United States,M,Walmart,Fashion & Retail,46400
15,S. Robson Walton,73,United States,M,Walmart,Fashion & Retail,46200
16,Alice Walton,68,United States,F,Walmart,Fashion & Retail,46000
17,Ma Huateng,46,China,M,internet media,Technology,45300
18,Francoise Bettencourt Meyers,64,France,F,L'Oreal,Fashion & Retail,42200
19,Mukesh Ambani,61,India,M,"petrochemicals, oil & gas",Energy,40100
20,Jack Ma,53,China,M,e-commerce,Technology,39000
21,Sheldon Adelson,84,United States,M,casinos,Gambling & Casinos,38500
22,Steve Ballmer,62,United States,M,Microsoft,Technology,38400
23,Li Ka-shing,90,Hong Kong,M,diversified,Diversified,34900
24,Hui Ka Yan,59,China,M,real estate,Real Estate,30300
25,Lee Shau Kee,90,Hong Kong,M,real estate,Real Estate,30300
26,Wang Jianlin,63,China,M,real estate,Real Estate,30000
28,Phil Knight,80,United States,M,Nike,Fashion & Retail,29600
29,Jorge Paulo Lemann,78,Brazil,M,beer,Food and Beverage,27400
30,Francois Pinault,81,France,M,luxury goods,Fashion & Retail,27000
31,Georg Schaeffler,53,Germany,M,auto parts,Automotive,25300
32,Susanne Klatten,56,Germany,F,"BMW, pharmaceuticals",Automotive,25000
33,David Thomson,61,Canada,M,media,Media & Entertainment,25000
34,Jacqueline Mars,78,United States,F,"candy, pet food",Food and Beverage,23600
35,John Mars,82,United States,M,"candy, pet food",Food and Beverage,23600
36,Joseph Safra,79,Brazil,M,banking,Finance and Investments,23500
37,Giovanni Ferrero,53,Italy,M,"Nutella, chocolates",Food and Beverage,23000
38,Dietrich Mateschitz,74,Austria,M,Red Bull,Food and Beverage,23000
39,Michael Dell,53,United States,M,Dell computers,Technology,22700
40,Masayoshi Son,60,Japan,M,"internet, telecom",Telecom,22700
41,Serge Dassault,93,France,M,diversified,Diversified,22600
42,Stefan Quandt,52,Germany,M,BMW,Automotive,22000
43,Yang Huiyan,36,China,F,real estate,Real Estate,21900
44,Paul Allen,65,United States,M,"Microsoft, investments",Technology,21700
45,Leonardo Del Vecchio,83,Italy,M,eyeglasses,Fashion & Retail,21200
46,Dieter Schwarz,78,Germany,M,retail,Fashion & Retail,20900
47,Thomas Peterffy,73,United States,M,discount brokerage,Finance and Investments,20300
48,"Theo Albrecht, Jr.",67,Germany,M,"Aldi, Trader Joe's",Fashion & Retail,20200
49,Len Blavatnik,61,United States,M,diversified,Diversified,20200
50,He Xiangjian,75,China,M,home appliances,Manufacturing,20100
51,Lui Che Woo,89,Hong Kong,M,casinos,Gambling & Casinos,20100
52,James Simons,80,United States,M,hedge funds,Finance and Investments,20000
53,Henry Sy,93,Philippines,M,diversified,Diversified,20000
54,Elon Musk,46,United States,M,Tesla Motors,Automotive,19900
56,Tadashi Yanai,69,Japan,M,fashion retail,Fashion & Retail,19500
57,Vladimir Lisin,62,Russia,M,"steel, transport",Metals & Mining,19100
58,Laurene Powell Jobs,54,United States,F,"Apple, Disney",Philanthropy/NGO,18800
59,Azim Premji,72,India,M,software services,Technology,18800
60,Alexey Mordashov,52,Russia,M,"steel, investments",Metals & Mining,18700
61,Lee Kun-Hee,76,South Korea,M,Samsung,Diversified,18600
62,Lakshmi Mittal,68,India,M,steel,Metals & Mining,18500
63,Wang Wei,48,China,M,package delivery,Service,18200
64,Leonid Mikhelson,62,Russia,M,"gas, chemicals",Energy,18000
65,Charoen Sirivadhanabhakdi,74,Thailand,M,"drinks, real estate",Food and Beverage,17900
66,Pallonji Mistry,89,Ireland,M,construction,Construction & Engineering,17800
67,Ray Dalio,68,United States,M,hedge funds,Finance and Investments,17700
68,Takemitsu Takizaki,73,Japan,M,sensors,Manufacturing,17500
69,William Ding,46,China,M,online games,Technology,17400
70,R. Budi Hartono,77,Indonesia,M,"banking, tobacco",Finance and Investments,17400
71,Gina Rinehart,64,Australia,F,mining,Metals & Mining,17400
72,German Larrea Mota Velasco,64,Mexico,M,mining,Metals & Mining,17300
73,Carl Icahn,82,United States,M,investments,Finance and Investments,16800
74,Stefan Persson,70,Sweden,M,H&M,Fashion & Retail,16800
75,Michael Hartono,78,Indonesia,M,"banking, tobacco",Manufacturing,16700
76,Joseph Lau,66,Hong Kong,M,real estate,Real Estate,16700
78,Vagit Alekperov,67,Russia,M,oil,Energy,16400
79,James Ratcliffe,65,United Kingdom,M,chemicals,Manufacturing,16400
80,Donald Bren,86,United States,M,real estate,Real Estate,16300
81,Iris Fontbona,75,Chile,F,mining,Metals & Mining,16300
82,Gennady Timchenko,65,Russia,M,"oil, gas",Energy,16000
83,Abigail Johnson,56,United States,F,money management,Finance and Investments,15900
84,Vladimir Potanin,57,Russia,M,metals,Metals & Mining,15900
85,Lukas Walton,31,United States,M,Walmart,Fashion & Retail,15900
86,Charlene de Carvalho-Heineken,63,Netherlands,F,Heineken,Food and Beverage,15800
87,Zhang Zhidong,46,China,M,internet media,Technology,15600
88,Petr Kellner,54,Czech Republic,M,banking,Finance and Investments,15500
89,Andrey Melnichenko,46,Russia,M,"coal, fertilizers",Energy,15500
91,Klaus-Michael Kuehne,81,Germany,M,shipping,Logistics,15300
92,Li Shufu,55,China,M,automobiles,Automotive,15300
93,Mikhail Fridman,54,Russia,M,"oil, banking, telecom",Energy,15100
94,Rupert Murdoch,87,United States,M,"newspapers, TV network",Media & Entertainment,15000
95,Dhanin Chearavanont,79,Thailand,M,diversified,Diversified,14900
96,Robert Kuok,94,Malaysia,M,"palm oil, shipping, property",Diversified,14800
97,Emmanuel Besnier,47,France,M,cheese,Food and Beverage,14700
98,Shiv Nadar,72,India,M,software services,Technology,14600
99,Viktor Vekselberg,61,Russia,M,"metals, energy",Energy,14400
100,Aliko Dangote,61,Nigeria,M,"cement, sugar, flour",Manufacturing,14100
101,Harold Hamm,72,United States,M,oil & gas,Energy,14100
102,Steve Cohen,62,United States,M,hedge funds,Finance and Investments,14000
103,Dustin Moskovitz,34,United States,M,Facebook,Technology,14000
104,Marcel Herrmann Telles,68,Brazil,M,beer,Food and Beverage,14000
105,Reinhold Wuerth,83,Germany,M,fasteners,Manufacturing,13600
106,Charles Ergen,65,United States,M,satellite TV,Media & Entertainment,13400
107,Eric Schmidt,63,United States,M,Google,Technology,13400
108,Philip Anschutz,78,United States,M,investments,Finance and Investments,13000
109,Jim Kennedy,70,United States,M,media,Media & Entertainment,13000
110,Blair Parry-Okeden,68,United States,F,media,Media & Entertainment,13000
111,Alain Wertheimer,69,France,M,Chanel,Fashion & Retail,13000
112,Gerard Wertheimer,67,France,M,Chanel,Fashion & Retail,13000
113,Leonard Lauder,81,United States,M,Estee Lauder,Fashion & Retail,12900
114,Heinz Hermann Thiele,77,Germany,M,brakes,Construction & Engineering,12900
115,Dilip Shanghvi,62,India,M,pharmaceuticals,Healthcare,12800
116,Hasso Plattner,74,Germany,M,software,Technology,12700
117,Stephen Schwarzman,71,United States,M,investments,Finance and Investments,12600
118,Lei Jun,48,China,M,smartphones,Technology,12500
119,Hans Rausing,92,Sweden,M,packaging,Manufacturing,12500
120,Alisher Usmanov,64,Russia,M,"steel, telecom, investments",Metals & Mining,12500
121,Donald Newhouse,88,United States,M,media,Media & Entertainment,12300
122,Peter Woo,71,Hong Kong,M,real estate,Real Estate,12200
123,Luis Carlos Sarmiento,85,Colombia,M,banking,Finance and Investments,12100
124,Robin Li,49,China,M,internet search,Technology,12000
125,Carlos Alberto Sicupira,70,Brazil,M,beer,Food and Beverage,12000
126,Seo Jung-Jin,60,South Korea,M,biotech,Healthcare,11900
127,Kumar Birla,51,India,M,commodities,Diversified,11800
128,Alexander Otto,50,Germany,M,real estate,Real Estate,11800
129,Stefano Pessina,77,Italy,M,drugstores,Fashion & Retail,11800
131,Wang Wenyin,50,China,M,"mining, copper products",Metals & Mining,11700
132,Andrew Beal,65,United States,M,"banks, real estate",Finance and Investments,11600
133,Lee Man Tat,88,Hong Kong,M,"Oyster sauce, real estate",Food and Beverage,11600
134,"John Menard, Jr.",78,United States,M,home improvement stores,Fashion & Retail,11500
135,Xu Shihui,60,China,M,"snacks, beverages",Food and Beverage,11300
136,Zhou Hongyi,47,China,M,security software,Technology,11300
137,Gong Hongjia,53,Hong Kong,M,video surveillance,Finance and Investments,11200
138,Michael Otto,75,Germany,M,"retail, real estate",Fashion & Retail,11000
139,David Tepper,60,United States,M,hedge funds,Finance and Investments,11000
140,Roman Abramovich,51,Russia,M,"steel, investments",Diversified,10800
141,Liu Qiangdong,43,China,M,e-commerce,Technology,10800
143,Alberto Bailleres Gonzalez,86,Mexico,M,mining,Metals & Mining,10700
144,Uday Kotak,59,India,M,banking,Finance and Investments,10700
145,Pierre Omidyar,51,United States,M,eBay,Technology,10500
146,Walter P.J. Droege,65,Germany,M,consulting,Service,10300
147,Dietmar Hopp,78,Germany,M,software,Technology,10200
148,Graeme Hart,63,New Zealand,M,investments,Finance and Investments,10100
149,Eduardo Saverin,36,Brazil,M,Facebook,Technology,10100
150,Yan Zhi,45,China,M,real estate,Real Estate,10100
151,Radhakishan Damani,63,India,M,"investments, retail",Finance and Investments,10000
152,German Khan,56,Russia,M,"oil, banking, telecom",Energy,9800
153,Ronald Perelman,75,United States,M,leveraged buyouts,Finance and Investments,9800
154,Gautam Adani,56,India,M,"commodities, ports",Diversified,9700
155,Micky Arison,68,United States,M,Carnival Cruises,Service,9700
156,Pan Zhengmin,48,China,M,electronics,Technology,9700
157,Joseph Tsai,54,Canada,M,e-commerce,Technology,9700
158,"Thomas Frist, Jr.",79,United States,M,health care,Healthcare,9600
159,Mikhail Prokhorov,53,Russia,M,investments,Finance and Investments,9600
160,Galen Weston,77,Canada,M,retail,Fashion & Retail,9500
161,Zong Qinghou,72,China,M,beverages,Food and Beverage,9500
162,Eyal Ofer,68,Israel,M,"real estate, shipping",Diversified,9400
163,Charles Schwab,80,United States,M,discount brokerage,Finance and Investments,9400
165,"Herbert Kohler, Jr.",79,United States,M,plumbing fixtures,Manufacturing,9300
166,Viktor Rashnikov,69,Russia,M,steel,Manufacturing,9300
167,Harry Triguboff,85,Australia,M,real estate,Real Estate,9200
168,August von Finck,88,Germany,M,investments,Finance and Investments,9200
169,Yao Zhenhua,48,China,M,conglomerate,Diversified,9200
170,Jan Koum,42,United States,M,WhatsApp,Technology,9100
171,Cyrus Poonawalla,77,India,M,vaccines,Healthcare,9100
172,James Goodnight,75,United States,M,software,Technology,9000
173,Ken Griffin,49,United States,M,hedge funds,Finance and Investments,9000
174,Giorgio Armani,83,Italy,M,luxury goods,Fashion & Retail,8900
175,Ernesto Bertarelli,52,Switzerland,M,"biotech, investments",Healthcare,8900
176,Savitri Jindal,68,India,F,steel,Metals & Mining,8800
177,Sunil Mittal,60,India,M,telecom,Telecom,8800
178,James Chambers,61,United States,M,media,Media & Entertainment,8700
179,Katharine Rayner,73,United States,F,media,Media & Entertainment,8700
180,Margaretta Taylor,76,United States,F,media,Media & Entertainment,8700
181,Terry Gou,67,Taiwan,M,electronics,Technology,8500
182,Gordon Moore,89,United States,M,Intel,Technology,8500
183,James Irving,90,Canada,M,diversified,Diversified,8300
184,Stanley Kroenke,70,United States,M,"sports, real estate",Sports,8300
185,Melker Schorling,71,Sweden,M,investments,Finance and Investments,8200
186,Johann Graf,71,Austria,M,gambling,Gambling & Casinos,8100
187,Guo Guangchang,51,China,M,conglomerate,Diversified,8100
188,John Malone,77,United States,M,cable television,Media & Entertainment,8100
189,Xavier Niel,50,France,M,"internet, telecom",Telecom,8100
190,Silvio Berlusconi,81,Italy,M,media,Diversified,8000
191,Carl Cook,55,United States,M,medical devices,Healthcare,8000
192,David Geffen,75,United States,M,"movies, record labels",Media & Entertainment,8000
193,Hui Wing Mau,67,Hong Kong,M,real estate,Real Estate,8000
194,Walter Kwok,67,Hong Kong,M,real estate,Real Estate,8000
195,George Soros,87,United States,M,hedge funds,Finance and Investments,8000
196,"Edward Johnson, III.",87,United States,M,money management,Finance and Investments,7900
197,Massimiliana Landini Aleotti,75,Italy,F,pharmaceuticals,Healthcare,7900
198,David Duffield,77,United States,M,business software,Technology,7800
199,George Kaiser,75,United States,M,"oil & gas, banking",Energy,7800
200,Patrick Soon-Shiong,65,United States,M,pharmaceuticals,Healthcare,7800
201,Zhou Qunfei,48,Hong Kong,F,smartphone screens,Technology,7800
202,Nicky Oppenheimer,73,South Africa,M,diamonds,Metals & Mining,7700
203,Sun Piaoyang,59,China,M,pharmaceuticals,Healthcare,7700
204,Wu Yajun,54,China,F,real estate,Real Estate,7700
205,Alexei Kuzmichev,55,Russia,M,"oil, banking, telecom",Energy,7600
206,Stephen Ross,78,United States,M,real estate,Real Estate,7600
207,Vincent Bollore,66,France,M,investments,Finance and Investments,7400
208,Pauline MacMillan Keinath,84,United States,F,Cargill,Food and Beverage,7400
209,Jay Y. Lee,50,South Korea,M,Samsung,Diversified,7400
210,Anders Holch Povlsen,45,Denmark,M,fashion retail,Fashion & Retail,7400
211,Eli Broad,85,United States,M,investments,Finance and Investments,7300
212,Michael Kadoorie,76,Hong Kong,M,"hotels, energy",Energy,7300
213,Iskander Makhmudov,54,Russia,M,"mining, metals, machinery",Metals & Mining,7300
214,Frederik Paulsen,67,Sweden,M,health care,Healthcare,7300
215,Sun Hongbin,55,United States,M,real estate,Real Estate,7300
216,Christy Walton,69,United States,F,Walmart,Fashion & Retail,7300
217,Shahid Khan,67,United States,M,auto parts,Automotive,7200
218,Ananda Krishnan,80,Malaysia,M,"telecoms, media, oil-services",Telecom,7200
219,Carrie Perrodo,67,France,F,oil,Energy,7200
220,Quek Leng Chan,76,Malaysia,M,"banking, property",Diversified,7200
221,Wang Wenxue,51,China,M,real estate,Real Estate,7200
222,John Doerr,66,United States,M,venture capital,Technology,7100
223,Patrick Drahi,54,France,M,telecom,Telecom,7100
226,Ricardo Salinas Pliego,62,Mexico,M,"retail, media",Fashion & Retail,7100
227,Suh Kyung-Bae,55,South Korea,M,cosmetics,Fashion & Retail,7100
228,Pollyanna Chu,60,Hong Kong,F,financial services,Finance and Investments,7000
229,John Fredriksen,73,Cyprus,M,shipping,Logistics,7000
230,Goh Cheng Liang,91,Singapore,M,paints,Manufacturing,7000
231,Sri Prakash Lohia,65,Indonesia,M,polyester,Manufacturing,7000
232,Lu Zhiqiang,65,China,M,real estate,Real Estate,7000
233,Jorn Rausing,58,Sweden,M,packaging,Food and Beverage,7000
234,Johann Rupert,68,South Africa,M,luxury goods,Fashion & Retail,7000
235,Jacques Saade,81,France,M,shipping,Logistics,7000
236,Wu Shaoxun,62,China,M,wine,Food and Beverage,7000
237,Leonid Fedun,62,Russia,M,oil,Energy,6900
238,Kim Jung-Ju,50,South Korea,M,online games,Technology,6900
239,Sandra Ortega Mera,49,Spain,F,Zara,Fashion & Retail,6900
240,Jim Pattison,89,Canada,M,diversified,Diversified,6900
241,Michael Platt,50,United Kingdom,M,hedge funds,Finance and Investments,6900
242,Chan Laiwa,77,China,F,real estate,Real Estate,6800
243,David Green,76,United States,M,retail,Fashion & Retail,6800
245,Dmitry Rybolovlev,51,Russia,M,fertilizer,Manufacturing,6800
246,Tsai Eng-Meng,61,Taiwan,M,"food, beverages",Food and Beverage,6800
247,Andreas von Bechtolsheim,62,Germany,M,Google,Technology,6800
248,Oleg Deripaska,50,Russia,M,"aluminum, utilities",Metals & Mining,6700
249,Liu Yongxing,70,China,M,diversified,Service,6700
250,Ludwig Merckle,53,Germany,M,pharmaceuticals,Finance and Investments,6700
251,Brian Acton,46,United States,M,WhatsApp,Technology,6600
252,John Grayken,62,Ireland,M,private equity,Finance and Investments,6600
253,Ann Walton Kroenke,69,United States,F,Walmart,Fashion & Retail,6600
255,Finn Rausing,63,Sweden,M,packaging,Food and Beverage,6600
256,Kirsten Rausing,66,Sweden,F,packaging,Food and Beverage,6600
257,Odd Reitan,66,Norway,M,"retail, real estate",Fashion & Retail,6600
258,Nassef Sawiris,57,Egypt,M,"construction, chemicals",Construction & Engineering,6600
259,Wee Cho Yaw,89,Singapore,M,banking,Finance and Investments,6600
260,Aloys Wobben,66,Germany,M,wind turbines,Energy,6600
261,Leon Black,66,United States,M,private equity,Finance and Investments,6500
262,Ivan Glasenberg,61,Switzerland,M,mining,Metals & Mining,6500
263,John Paulson,62,United States,M,hedge funds,Finance and Investments,6500
264,Wei Jianjun,54,China,M,automobiles,Automotive,6500
265,Francis Choi,70,Hong Kong,M,real estate,Real Estate,6400
266,Erivan Haub,85,Germany,M,retail,Fashion & Retail,6400
267,Jason Jiang,45,China,M,advertising,Media & Entertainment,6400
268,Suleiman Kerimov,52,Russia,M,investments,Finance and Investments,6400
270,Pang Kang,62,China,M,soy sauce maker,Food and Beverage,6400
271,David Shaw,67,United States,M,hedge funds,Finance and Investments,6400
272,Kushal Pal Singh,86,India,M,real estate,Real Estate,6400
273,John A. Sobrato,79,United States,M,real estate,Real Estate,6400
274,Acharya Balkrishna,45,India,M,consumer goods,Food and Beverage,6300
275,Guenther Fielmann,78,Germany,M,optometry,Healthcare,6300
276,Daniel Gilbert,56,United States,M,Quicken Loans,Finance and Investments,6300
277,Antonia Johnson,74,Sweden,F,diversified,Diversified,6300
278,Vikram Lal,76,India,M,motorcycles,Automotive,6300
279,Akira Mori,81,Japan,M,real estate,Real Estate,6300
280,Maria-Elisabeth Schaeffler-Thumann,76,Germany,F,auto parts,Automotive,6300
281,Albert Frere,92,Belgium,M,investments,Finance and Investments,6200
282,Richard Kinder,73,United States,M,pipelines,Energy,6200
283,Robert Kraft,77,United States,M,New England Patriots,Sports,6200
284,Ralph Lauren,78,United States,M,Ralph Lauren,Fashion & Retail,6200
285,Bruno Schroder,85,United Kingdom,M,banking,Finance and Investments,6200
286,Nusli Wadia,74,India,M,consumer goods,Food and Beverage,6200
287,Pierre Bellon,88,France,M,food services,Service,6100
288,Les Wexner,80,United States,M,retail,Fashion & Retail,6100
289,Benu Gopal Bangur,87,India,M,cement,Manufacturing,6000
290,David Cheriton,67,Canada,M,Google,Technology,6000
291,Ma Jianrong,54,China,M,"textiles, apparel",Fashion & Retail,6000
292,Whitney MacMillan,88,United States,M,Cargill,Food and Beverage,6000
293,Dan Olsson,71,Sweden,M,diversified,Diversified,6000
294,Vivek Chaand Sehgal,61,Australia,M,auto parts,Automotive,6000
295,Teh Hong Piow,88,Malaysia,M,banking,Finance and Investments,6000
297,Maria Asuncion Aramburuzabala,55,Mexico,F,"beer, investments",Food and Beverage,5900
298,Ralph Dommermuth,54,Germany,M,internet service provider,Technology,5900
299,Frank Lowy,87,Australia,M,shopping malls,Real Estate,5900
300,Wolfgang Marguerre,77,Germany,M,pharmaceuticals,Healthcare,5900
301,Marijke Mars,53,United States,F,"candy, pet food",Food and Beverage,5900
302,Pamela Mars,57,United States,F,"candy, pet food",Food and Beverage,5900
303,Valerie Mars,59,United States,F,"candy, pet food",Food and Beverage,5900
304,Victoria Mars,61,United States,F,"candy, pet food",Food and Beverage,5900
305,David & Frederick Barclay,84,United Kingdom,M,"media, retail",Diversified,5800
306,"John Gokongwei, Jr.",91,Philippines,M,food and beverage,Diversified,5800
307,Kwon Hyuk-Bin,44,South Korea,M,online games,Technology,5800
308,Nancy Walton Laurie,67,United States,F,Walmart,Fashion & Retail,5800
309,Lin Yu-Ling,81,Taiwan,M,real estate,Real Estate,5800
311,Robert Rowling,64,United States,M,investments,Energy,5800
312,Dennis Washington,83,United States,M,"construction, mining",Logistics,5800
313,Yao Liangsong,53,China,M,furniture,Manufacturing,5800
314,Zhang Jindong,55,China,M,appliance retailer,Fashion & Retail,5800
315,Juan Francisco Beckmann Vidal,78,Mexico,M,tequila,Food and Beverage,5700
316,David Sun,66,United States,M,computer hardware,Technology,5700
317,John Tu,76,United States,M,computer hardware,Technology,5700
318,Martin Viessmann,64,Germany,M,heating equipment,Manufacturing,5700
319,Stef Wertheimer,91,Israel,M,metalworking tools,Manufacturing,5700
320,Hansjoerg Wyss,83,Switzerland,M,medical devices,Healthcare,5700
321,James Dyson,71,United Kingdom,M,vacuums,Manufacturing,5600
322,Laurence Graff,80,United Kingdom,M,diamond jewelry,Fashion & Retail,5600
323,Jen-Hsun Huang,55,United States,M,semiconductors,Technology,5600
324,Charles Johnson,85,United States,M,money management,Finance and Investments,5600
325,Jerry Jones,75,United States,M,Dallas Cowboys,Sports,5600
326,Kei Hoi Pang,52,China,M,real estate,Real Estate,5600
328,Lee Shin Cheng,79,Malaysia,M,"palm oil, property",Manufacturing,5600
329,Richard LeFrak,72,United States,M,real estate,Real Estate,5600
330,Shigenobu Nagamori,73,Japan,M,motors,Manufacturing,5600
331,Steven Rales,67,United States,M,manufacturing,Manufacturing,5600
332,Friede Springer,75,Germany,F,publishing,Media & Entertainment,5600
333,Yeung Kin-man,54,Hong Kong,M,electronics,Manufacturing,5600
334,Rinat Akhmetov,51,Ukraine,M,"steel, coal",Metals & Mining,5500
335,Shari Arison,60,Israel,F,Carnival Cruises,Service,5500
336,Dannine Avara,54,United States,F,pipelines,Energy,5500
337,Rahel Blocher,42,Switzerland,F,chemicals,Manufacturing,5500
338,Andrew Currie,62,United Kingdom,M,chemicals,Manufacturing,5500
339,Scott Duncan,35,United States,M,pipelines,Energy,5500
340,Milane Frantz,48,United States,F,pipelines,Energy,5500
341,Diane Hendricks,71,United States,F,roofing,Construction & Engineering,5500
342,Magdalena Martullo-Blocher,49,Switzerland,F,chemicals,Manufacturing,5500
343,Hiroshi Mikitani,53,Japan,M,online retail,Fashion & Retail,5500
344,Gabe Newell,55,United States,M,videogames,Gambling & Casinos,5500
345,Pan Sutong,55,Hong Kong,M,"real estate, finance",Real Estate,5500
346,Anthony Pratt,58,Australia,M,manufacturing,Manufacturing,5500
347,John Reece,61,United Kingdom,M,chemicals,Manufacturing,5500
348,Randa Williams,56,United States,F,pipelines,Energy,5500
349,Zhang Bangxin,38,China,M,after-school tutoring,Service,5500
350,Zhang Shiping,71,China,M,aluminum products,Metals & Mining,5500
351,Jean-Michel Besnier,51,France,M,cheese,Food and Beverage,5400
352,Marie Besnier Beauvalot,37,France,F,cheese,Food and Beverage,5400
353,Richard DeVos,92,United States,M,Amway,Service,5400
354,Michael Herz,74,Germany,M,coffee,Fashion & Retail,5400
355,Wolfgang Herz,67,Germany,M,coffee,Fashion & Retail,5400
356,Kjeld Kirk Kristiansen,70,Denmark,M,Lego,Manufacturing,5400
357,Sofie Kirk Kristiansen,42,Denmark,F,Lego,Manufacturing,5400
360,Lin Xiucheng,62,China,M,electronics,Technology,5400
361,Margarita Louis-Dreyfus,56,Switzerland,F,commodities,Food and Beverage,5400
362,George Roberts,74,United States,M,private equity,Finance and Investments,5400
363,"Edward Roski, Jr.",79,United States,M,real estate,Real Estate,5400
365,Mike Adenuga,65,Nigeria,M,"telecom, oil",Diversified,5300
366,Jim Davis,75,United States,M,New Balance,Manufacturing,5300
367,David Filo,52,United States,M,Yahoo,Technology,5300
368,Pansy Ho,55,Hong Kong,F,casinos,Gambling & Casinos,5300
369,Henry Kravis,74,United States,M,private equity,Finance and Investments,5300
370,Emanuele (Lino) Saputo,81,Canada,M,cheese,Food and Beverage,5300
371,Xu Chuanhua,83,China,M,"chemicals, logistics",Manufacturing,5300
372,Alexander Abramov,59,Russia,M,"steel, mining",Metals & Mining,5200
373,Israel Englander,69,United States,M,hedge funds,Finance and Investments,5200
374,Frits Goldschmeding,84,Netherlands,M,temp agency,Service,5200
375,Marian Ilitch,85,United States,F,"pizza, sports team",Food and Beverage,5200
376,Bruce Kovner,73,United States,M,hedge funds,Finance and Investments,5200
377,George Lucas,74,United States,M,Star Wars,Media & Entertainment,5200
378,Kalanithi Maran,52,India,M,media,Media & Entertainment,5200
379,Elisabeth Mohn,77,Germany,F,publishing,Media & Entertainment,5200
380,"Robert Rich, Jr.",77,United States,M,frozen foods,Food and Beverage,5200
381,Wang Chuanfu,52,China,M,"batteries, automobiles",Automotive,5200
382,Maria Fernanda Amorim,83,Portugal,F,"energy, investments",Diversified,5100
383,Pyotr Aven,63,Russia,M,"oil, banking, telecom",Energy,5100
384,Bernard Marcus,89,United States,M,Home Depot,Fashion & Retail,5100
385,Pedro Moreira Salles,58,Brazil,M,"banking, minerals",Diversified,5100
386,Frederick Smith,73,United States,M,FedEx,Logistics,5100
387,Ronda Stryker,64,United States,F,medical equipment,Healthcare,5100
388,Richard Branson,67,United Kingdom,M,Virgin,Diversified,5000
389,Subhash Chandra,67,India,M,media,Media & Entertainment,5000
390,Denise Coates,50,United Kingdom,F,online gambling,Gambling & Casinos,5000
391,Martha Ingram,82,United States,F,"book distribution, transportation",Media & Entertainment,5000
392,Law Kar Po,70,Hong Kong,M,real estate,Real Estate,5000
393,Joe Lewis,81,United Kingdom,M,investments,Finance and Investments,5000
394,Gabriella Meister,70,Germany,F,appliances,Manufacturing,5000
395,Fernando Roberto Moreira Salles,72,Brazil,M,"banking, minerals",Diversified,5000
396,Joao Moreira Salles,56,Brazil,M,"banking, minerals",Diversified,5000
397,Walther Moreira Salles Junior,62,Brazil,M,"banking, minerals",Finance and Investments,5000
398,Pankaj Patel,65,India,M,pharmaceuticals,Healthcare,5000
399,Karen Pritzker,60,United States,F,"hotels, investments",Service,5000
400,Thomas Schmidheiny,72,Switzerland,M,cement,Construction & Engineering,5000
401,Vichai Srivaddhanaprabha,60,Thailand,M,duty-free,Fashion & Retail,5000
402,Keiichiro Takahara,87,Japan,M,diapers,Manufacturing,5000
403,M.A. Yusuff Ali,62,India,M,retail,Fashion & Retail,5000
404,Robert Bass,70,United States,M,"oil, investments",Energy,4900
405,Marc Benioff,53,United States,M,business software,Technology,4900
407,Chung Mong-Koo,80,South Korea,M,motor vehicles,Automotive,4900
408,Charles Dolan,91,United States,M,cable television,Media & Entertainment,4900
409,Ray Lee Hunt,75,United States,M,"oil, real estate",Energy,4900
410,Liu Yonghao,66,China,M,agribusiness,Service,4900
411,John Overdeck,48,United States,M,hedge funds,Finance and Investments,4900
412,Ajay Piramal,62,India,M,pharmaceuticals,Healthcare,4900
413,"Enrique Razon, Jr.",58,Philippines,M,ports,Logistics,4900
414,Sumner Redstone,95,United States,M,media,Media & Entertainment,4900
416,Reinhold Schmieding,63,United States,M,medical devices,Healthcare,4900
417,David Siegel,56,United States,M,hedge funds,Finance and Investments,4900
418,Andrei Skoch,52,Russia,M,steel,Metals & Mining,4900
419,Yu Yong,57,China,M,mining,Finance and Investments,4900
420,Sam Zell,76,United States,M,"real estate, private equity",Real Estate,4900
421,Zhou Jianping,58,China,M,fashion retail,Fashion & Retail,4900
423,Garrett Camp,39,Canada,M,Uber,Technology,4800
424,Bubba Cathy,64,United States,M,Chick-fil-A,Food and Beverage,4800
425,Dan Cathy,65,United States,M,Chick-fil-A,Food and Beverage,4800
426,Fu Liquan,50,China,M,surveillance equipment,Technology,4800
428,Mikhail Gutseriev,60,Russia,M,"oil, real estate",Energy,4800
429,"Rupert Johnson, Jr.",77,United States,M,money management,Finance and Investments,4800
430,Travis Kalanick,41,United States,M,Uber,Technology,4800
